GC_Content	Count	Library
23	10012.5	V05_DN_R1_rmphix_fastqc
24	13341.5	V05_DN_R1_rmphix_fastqc
25	17670.0	V05_DN_R1_rmphix_fastqc
26	22874.5	V05_DN_R1_rmphix_fastqc
27	29319.0	V05_DN_R1_rmphix_fastqc
28	36831.0	V05_DN_R1_rmphix_fastqc
29	46082.0	V05_DN_R1_rmphix_fastqc
30	57210.0	V05_DN_R1_rmphix_fastqc
31	69572.0	V05_DN_R1_rmphix_fastqc
32	83390.0	V05_DN_R1_rmphix_fastqc
33	99257.0	V05_DN_R1_rmphix_fastqc
34	116714.5	V05_DN_R1_rmphix_fastqc
35	135070.0	V05_DN_R1_rmphix_fastqc
36	153684.5	V05_DN_R1_rmphix_fastqc
37	173269.5	V05_DN_R1_rmphix_fastqc
38	193691.0	V05_DN_R1_rmphix_fastqc
39	213186.0	V05_DN_R1_rmphix_fastqc
40	232601.0	V05_DN_R1_rmphix_fastqc
41	251762.0	V05_DN_R1_rmphix_fastqc
42	269991.5	V05_DN_R1_rmphix_fastqc
43	287168.5	V05_DN_R1_rmphix_fastqc
44	304379.5	V05_DN_R1_rmphix_fastqc
45	322484.5	V05_DN_R1_rmphix_fastqc
46	340789.5	V05_DN_R1_rmphix_fastqc
47	360710.5	V05_DN_R1_rmphix_fastqc
48	382962.5	V05_DN_R1_rmphix_fastqc
49	408252.5	V05_DN_R1_rmphix_fastqc
50	437937.5	V05_DN_R1_rmphix_fastqc
51	472010.5	V05_DN_R1_rmphix_fastqc
52	510466.5	V05_DN_R1_rmphix_fastqc
53	554260.0	V05_DN_R1_rmphix_fastqc
54	604515.0	V05_DN_R1_rmphix_fastqc
55	661027.0	V05_DN_R1_rmphix_fastqc
56	724930.0	V05_DN_R1_rmphix_fastqc
57	793841.5	V05_DN_R1_rmphix_fastqc
58	866418.5	V05_DN_R1_rmphix_fastqc
59	943963.0	V05_DN_R1_rmphix_fastqc
60	1024438.0	V05_DN_R1_rmphix_fastqc
61	1103283.5	V05_DN_R1_rmphix_fastqc
62	1175901.0	V05_DN_R1_rmphix_fastqc
63	1238443.0	V05_DN_R1_rmphix_fastqc
64	1284475.5	V05_DN_R1_rmphix_fastqc
65	1306258.0	V05_DN_R1_rmphix_fastqc
66	1302965.5	V05_DN_R1_rmphix_fastqc
67	1269271.5	V05_DN_R1_rmphix_fastqc
68	1201240.5	V05_DN_R1_rmphix_fastqc
69	1108903.5	V05_DN_R1_rmphix_fastqc
70	996861.0	V05_DN_R1_rmphix_fastqc
71	867560.0	V05_DN_R1_rmphix_fastqc
72	729906.0	V05_DN_R1_rmphix_fastqc
73	594578.5	V05_DN_R1_rmphix_fastqc
74	468376.0	V05_DN_R1_rmphix_fastqc
75	356982.5	V05_DN_R1_rmphix_fastqc
76	264445.0	V05_DN_R1_rmphix_fastqc
77	189755.0	V05_DN_R1_rmphix_fastqc
78	132116.0	V05_DN_R1_rmphix_fastqc
79	89988.0	V05_DN_R1_rmphix_fastqc
80	59412.5	V05_DN_R1_rmphix_fastqc
81	38510.5	V05_DN_R1_rmphix_fastqc
82	24810.0	V05_DN_R1_rmphix_fastqc
83	15470.0	V05_DN_R1_rmphix_fastqc
84	9368.5	V05_DN_R1_rmphix_fastqc
85	5413.0	V05_DN_R1_rmphix_fastqc
86	3119.5	V05_DN_R1_rmphix_fastqc
87	1785.0	V05_DN_R1_rmphix_fastqc
88	948.0	V05_DN_R1_rmphix_fastqc
89	515.5	V05_DN_R1_rmphix_fastqc
90	290.0	V05_DN_R1_rmphix_fastqc
91	150.0	V05_DN_R1_rmphix_fastqc
92	79.0	V05_DN_R1_rmphix_fastqc
93	40.5	V05_DN_R1_rmphix_fastqc
94	26.0	V05_DN_R1_rmphix_fastqc
95	19.0	V05_DN_R1_rmphix_fastqc
96	11.5	V05_DN_R1_rmphix_fastqc
97	5.5	V05_DN_R1_rmphix_fastqc
98	5.0	V05_DN_R1_rmphix_fastqc
99	4.0	V05_DN_R1_rmphix_fastqc
100	0.5	V05_DN_R1_rmphix_fastqc
0	21.0	V05_DN_R2_rmphix_fastqc
1	14.5	V05_DN_R2_rmphix_fastqc
